order_id,seller_id,customer_id,order_date,order_value,is_returned,profit
O002874,S0181,C01118,2023-08-01,101.43,0,35.61
O002875,S0391,C02303,2023-06-27,179.97,0,69.81
O002876,S0314,C02396,2022-10-31,99.98,0,29.84
O002877,S0132,C01092,2023-12-31,385.25,0,62.24
O002878,S0333,C00876,2023-11-19,33.57,0,4.78
O002879,S0271,C01772,2023-10-14,32.92,0,9.11
O002880,S0030,C00913,2023-06-16,24.73,0,5.16
O002881,S0350,C02019,2023-04-12,246.15,1,-17.93
O002882,S0452,C02398,2023-09-03,28.88,0,10.69
O002883,S0007,C01942,2023-07-15,176.11,0,70.02
O002884,S0485,C00122,2023-01-08,137.77,0,28.47
O002885,S0289,C01216,2022-06-24,248.12,1,-19.58
O002886,S0091,C00020,2022-11-15,27.44,0,9.47
O002887,S0131,C01497,2022-11-08,147.21,0,29.21
O002888,S0122,C01900,2023-08-05,52.98,0,5.35
O002889,S0460,C01760,2023-11-20,290.35,0,57.38
O002890,S0184,C00888,2022-07-16,160.76,0,41.58
O002891,S0343,C00914,2021-12-23,82.37,0,24.17
O002892,S0235,C01718,2023-11-06,167.2,1,-15.52
O002893,S0311,C00837,2023-12-29,74.55,0,28.83
O002894,S0393,C02308,2021-08-19,60.05,0,19.58
O002895,S0018,C00008,2022-06-05,38.26,0,7.34
O002896,S0465,C02284,2023-10-08,11.53,0,2.1
O002897,S0318,C00916,2023-08-29,35.82,0,12.03
O002898,S0253,C01035,2022-05-24,763.82,0,303.85
O002899,S0233,C01160,2023-06-08,247.29,0,60.55
O002900,S0405,C00659,2023-06-27,266.26,1,-25.02
O002901,S0369,C01323,2023-10-06,139.66,0,47.05
O002902,S0175,C02461,2023-07-25,203.49,1,-18.97
O002903,S0464,C01458,2023-12-31,308.71,0,80.54
O002904,S0149,C01368,2023-11-27,136.82,0,36.69
O002905,S0233,C02149,2023-07-18,95.94,0,27.27
O002906,S0345,C01663,2023-08-05,52.64,0,16.32
O002907,S0474,C00284,2022-09-14,38.08,0,11.39
O002908,S0102,C00038,2023-03-06,285.84,0,39.87
O002909,S0387,C02416,2021-08-09,23.95,0,7.87
O002910,S0155,C01201,2023-11-20,199.14,0,65.66
O002911,S0276,C01544,2022-07-27,308.83,0,116.26
O002912,S0132,C00739,2023-12-31,253.3,0,74.51
O002913,S0202,C00496,2023-10-10,268.9,0,97.64
O002914,S0021,C00495,2023-12-25,478.06,0,95.61
O002915,S0304,C02045,2022-10-03,53.61,0,16.21
O002916,S0171,C00647,2022-11-24,250.87,0,94.47
O002917,S0273,C00770,2022-10-24,37.9,0,5.94
O002918,S0024,C01536,2022-08-28,227.79,0,82.12
O002919,S0199,C00515,2022-05-03,95.05,0,17.74
O002920,S0049,C00719,2023-11-29,103.44,0,18.6
O002921,S0120,C01453,2023-01-06,36.69,0,14.14
O002922,S0225,C00668,2023-12-21,265.03,0,74.14
O002923,S0093,C01926,2023-05-06,97.58,0,39.0
O002924,S0463,C01036,2023-12-24,100.82,0,19.76
O002925,S0327,C00848,2023-03-06,261.51,0,63.39
O002926,S0076,C02344,2023-11-14,293.72,0,32.18
O002927,S0185,C02161,2023-08-23,169.07,0,18.66
O002928,S0025,C01093,2023-12-31,119.97,1,-6.78
O002929,S0273,C01546,2023-02-13,251.33,0,51.46
O002930,S0025,C01557,2023-12-30,52.96,1,-3.09
O002931,S0479,C00299,2022-10-22,25.34,1,-1.29
O002932,S0088,C00820,2023-06-05,157.42,0,48.62
O002933,S0451,C02307,2023-07-10,246.37,0,65.18
O002934,S0471,C00977,2023-09-03,50.98,0,6.59
O002935,S0387,C01427,2023-02-19,17.46,0,3.75
O002936,S0388,C01998,2021-06-19,147.51,0,47.11
O002937,S0135,C01903,2023-12-09,134.02,0,49.81
O002938,S0439,C02226,2022-10-20,19.91,0,4.03
O002939,S0010,C01592,2023-10-23,55.49,0,14.69
O002940,S0271,C01679,2023-09-26,17.94,0,4.03
O002941,S0356,C01186,2021-05-13,214.87,0,56.8
O002942,S0383,C02156,2023-11-22,194.51,0,28.93
O002943,S0412,C01634,2023-12-28,84.89,0,19.92
O002944,S0422,C01066,2022-12-11,28.56,1,-2.53
O002945,S0411,C00380,2023-09-01,165.88,0,33.72
O002946,S0265,C00776,2023-10-11,190.21,0,49.14
O002947,S0030,C00830,2023-06-26,44.38,0,14.96
O002948,S0246,C02321,2023-08-31,50.9,0,13.83
O002949,S0063,C00451,2022-11-11,71.86,0,8.59
O002950,S0235,C01553,2023-12-21,277.32,1,-25.8
O002951,S0135,C01424,2023-12-15,171.35,0,54.94
O002952,S0460,C00033,2023-02-07,10.23,0,1.18
O002953,S0373,C00909,2021-06-01,70.94,0,23.65
O002954,S0438,C01606,2023-03-11,203.15,0,44.57
O002955,S0492,C00057,2023-05-14,108.92,0,38.28
O002956,S0496,C00791,2023-11-19,124.79,0,36.12
O002957,S0101,C01478,2023-11-19,152.27,0,39.15
O002958,S0339,C00176,2023-01-26,127.44,0,25.51
O002959,S0103,C00164,2022-02-23,62.22,0,20.71
O002960,S0424,C00679,2023-02-24,77.01,0,26.08
O002961,S0283,C00724,2023-03-15,64.31,0,15.2
O002962,S0366,C00249,2023-09-07,168.81,0,27.92
O002963,S0144,C01065,2023-11-02,172.51,0,54.49
O002964,S0381,C01562,2022-11-24,198.93,0,38.01
O002965,S0143,C01736,2023-12-24,67.54,0,17.3
O002966,S0489,C01274,2023-02-14,66.37,0,23.5
O002967,S0400,C01604,2023-09-02,123.56,0,47.24
O002968,S0431,C01323,2023-09-26,27.22,0,3.52
O002969,S0446,C01679,2023-07-29,94.43,0,34.21
O002970,S0355,C00057,2023-05-14,237.96,0,41.48
O002971,S0385,C00054,2023-09-28,173.5,0,17.76
O002972,S0148,C02242,2022-08-02,287.1,0,98.66
O002973,S0267,C01350,2022-11-09,186.89,0,67.15
O002974,S0081,C01378,2023-12-21,79.17,0,19.84
O002975,S0038,C02058,2023-10-10,31.3,0,11.79
O002976,S0192,C00567,2023-10-01,77.47,0,16.77
O002977,S0367,C01140,2023-12-29,461.41,0,67.4
O002978,S0413,C01149,2021-11-21,52.04,0,14.14
O002979,S0438,C02046,2021-12-28,150.6,0,37.37
O002980,S0161,C01547,2023-12-29,59.98,0,10.32
O002981,S0291,C02055,2023-12-07,151.11,1,-15.0
O002982,S0479,C00940,2023-04-19,213.27,0,22.91
O002983,S0100,C00950,2022-05-28,214.44,0,76.7
O002984,S0271,C00227,2023-04-04,409.17,0,160.53
O002985,S0251,C00372,2023-10-04,147.29,0,51.35
O002986,S0183,C00788,2022-03-28,34.03,0,7.98
O002987,S0438,C00805,2022-11-21,441.99,0,127.71
O002988,S0258,C01023,2023-12-28,26.17,1,-2.24
O002989,S0309,C00589,2023-07-24,94.19,1,-6.14
O002990,S0312,C01510,2023-01-29,176.85,1,-16.31
O002991,S0190,C00331,2023-06-25,105.37,0,13.54
O002992,S0031,C02315,2023-10-17,204.75,0,52.06
O002993,S0338,C01311,2022-09-01,324.59,0,84.2
O002994,S0455,C01931,2022-03-21,150.19,0,51.9
O002995,S0033,C00387,2023-03-28,267.79,0,70.25
O002996,S0232,C00249,2023-03-29,211.46,0,56.47
O002997,S0096,C00277,2023-11-25,45.3,0,7.41
O002998,S0035,C00024,2023-06-07,55.52,0,9.58
O002999,S0027,C00182,2023-06-26,50.54,0,18.76
O003000,S0285,C02304,2023-12-23,212.52,0,74.2
O003001,S0027,C00499,2023-08-06,84.82,0,8.56
O003002,S0360,C00980,2023-11-21,162.51,0,38.47
O003003,S0479,C02481,2022-10-01,12.59,1,-0.64
O003004,S0162,C00847,2023-03-31,69.75,1,-5.57
O003005,S0209,C01773,2023-05-08,81.59,0,14.58
O003006,S0422,C01732,2023-05-25,125.71,1,-10.49
O003007,S0242,C00749,2023-11-11,265.8,0,102.25
O003008,S0159,C01375,2023-09-02,12.65,0,4.76
O003009,S0039,C00609,2023-09-18,219.59,1,-11.6
O003010,S0183,C02432,2022-09-06,570.53,1,-40.88
O003011,S0143,C01711,2023-12-24,220.07,0,82.37
O003012,S0312,C02296,2023-08-04,122.58,0,33.11
O003013,S0282,C01302,2023-08-18,386.03,0,70.64
O003014,S0116,C02434,2023-04-05,43.4,0,10.09
O003015,S0231,C02044,2022-07-09,33.55,0,8.19
O003016,S0299,C02132,2023-09-23,33.29,0,12.2
O003017,S0238,C01031,2022-08-18,279.42,0,28.62
O003018,S0155,C01681,2023-09-24,262.31,0,80.16
O003019,S0434,C01647,2023-12-18,146.35,0,26.02
O003020,S0139,C00042,2023-12-22,89.77,0,17.68
O003021,S0106,C00109,2022-09-13,413.1,1,-27.29
O003022,S0326,C02214,2023-03-08,21.52,0,3.1
O003023,S0034,C01815,2022-11-29,362.46,0,119.07
O003024,S0422,C00647,2023-12-08,102.49,1,-5.15
O003025,S0003,C01382,2023-08-22,95.79,0,34.4
O003026,S0379,C01248,2023-11-14,50.66,0,12.68
O003027,S0350,C02288,2023-09-10,177.62,0,68.51
O003028,S0328,C02031,2023-12-18,374.5,0,74.68
O003029,S0351,C00574,2023-12-26,98.93,0,13.07
O003030,S0433,C01085,2023-05-05,24.49,0,8.75
O003031,S0034,C02294,2023-03-07,156.76,0,55.68
O003032,S0062,C00183,2023-09-19,74.08,0,11.3
O003033,S0188,C00478,2022-09-23,57.58,0,5.91
O003034,S0378,C01274,2022-12-25,114.48,0,45.75
O003035,S0080,C00021,2023-07-23,21.8,0,4.59
O003036,S0471,C02114,2023-09-06,67.54,0,17.33
O003037,S0085,C02275,2023-12-22,172.58,0,40.36
O003038,S0310,C00026,2023-08-01,104.52,0,18.94
O003039,S0289,C01203,2023-09-18,48.89,0,13.38
O003040,S0137,C01416,2023-10-03,153.1,1,-14.37
O003041,S0333,C01998,2023-12-29,8.83,0,3.52
O003042,S0143,C00968,2023-12-10,143.9,0,22.75
O003043,S0416,C00548,2023-04-26,74.39,0,8.27
O003044,S0495,C00698,2023-05-23,108.53,1,-9.07
O003045,S0287,C01615,2023-06-06,93.64,0,29.48
O003046,S0309,C01426,2023-12-07,125.57,1,-10.79
O003047,S0454,C00465,2023-10-30,121.29,1,-9.44
O003048,S0032,C01851,2022-01-17,24.19,0,5.83
O003049,S0359,C00727,2021-06-09,31.15,0,3.15
O003050,S0458,C00092,2022-08-04,213.88,0,25.11
O003051,S0461,C00413,2022-10-24,237.44,0,65.77
O003052,S0142,C01390,2021-12-11,173.6,0,61.88
O003053,S0023,C01992,2023-12-21,194.28,0,42.66
O003054,S0286,C01514,2022-10-04,5.97,0,1.83
O003055,S0148,C01472,2021-11-25,101.28,1,-8.94
O003056,S0024,C00991,2022-04-08,45.01,0,10.72
O003057,S0298,C01242,2022-12-15,224.97,0,41.97
O003058,S0439,C01881,2022-12-30,136.81,1,-12.98
O003059,S0225,C02315,2023-07-31,53.7,0,13.06
O003060,S0397,C01162,2022-11-02,128.93,0,29.7
O003061,S0247,C00288,2023-12-30,83.53,0,20.77
O003062,S0106,C00592,2023-12-22,197.12,1,-18.52
O003063,S0293,C02015,2022-11-27,111.89,1,-7.35
O003064,S0229,C00055,2022-11-03,46.65,0,5.55
O003065,S0294,C02355,2023-10-31,53.98,0,9.17
O003066,S0125,C00519,2023-11-21,100.27,0,23.98
O003067,S0052,C00147,2023-11-21,169.97,0,65.35
O003068,S0241,C01866,2023-08-31,44.95,0,5.67
O003069,S0027,C01828,2023-02-20,202.3,0,24.71
O003070,S0050,C02320,2023-09-02,232.07,0,40.22
O003071,S0035,C01450,2022-12-31,56.6,0,13.23
O003072,S0037,C00945,2023-08-14,37.29,0,14.18
O003073,S0020,C02203,2023-11-15,87.78,0,16.69
O003074,S0240,C00346,2023-08-01,145.5,0,46.87
O003075,S0464,C01990,2023-11-12,187.0,0,74.16
O003076,S0146,C01009,2023-09-04,201.5,0,33.19
O003077,S0380,C00231,2023-03-08,28.37,0,6.64
O003078,S0297,C01080,2023-06-22,385.6,0,71.09
O003079,S0268,C01533,2022-04-13,100.39,0,18.41
O003080,S0354,C01504,2022-07-22,109.81,0,12.39
O003081,S0437,C02361,2023-07-21,123.71,1,-12.19
O003082,S0027,C02188,2023-10-30,131.69,0,44.36
O003083,S0403,C00970,2022-09-26,130.43,0,14.14
O003084,S0308,C00535,2023-11-19,125.88,0,35.09
O003085,S0151,C00864,2023-10-26,376.8,0,37.85
O003086,S0012,C01501,2023-05-15,96.0,0,14.76
O003087,S0111,C01991,2022-12-22,97.82,0,27.82
O003088,S0488,C00189,2023-09-17,154.14,0,42.34
O003089,S0418,C00729,2023-12-08,144.98,0,39.68
O003090,S0383,C01333,2023-07-12,105.87,0,24.38
O003091,S0004,C02072,2023-07-19,5.09,1,-0.28
O003092,S0375,C01647,2023-12-20,419.62,1,-33.98
O003093,S0356,C01985,2023-08-11,227.92,0,49.74
O003094,S0391,C00867,2023-07-06,220.14,0,30.36
O003095,S0362,C00927,2022-04-23,40.96,0,14.97
O003096,S0107,C00590,2023-12-10,424.41,0,77.2
O003097,S0414,C00801,2022-09-24,71.45,0,20.86
O003098,S0299,C01177,2023-09-20,108.0,0,15.59
O003099,S0273,C00121,2022-08-03,40.18,0,12.61
O003100,S0242,C00646,2023-06-29,192.2,1,-13.23
O003101,S0063,C01977,2023-11-03,194.73,0,77.5
O003102,S0223,C00323,2023-06-08,26.07,0,6.96
O003103,S0359,C01071,2023-03-25,114.54,0,44.41
O003104,S0272,C01975,2022-06-22,129.96,0,13.33
O003105,S0285,C00097,2023-11-23,159.24,0,31.03
O003106,S0235,C02212,2023-10-21,38.55,0,4.38
O003107,S0226,C02019,2022-07-16,209.96,0,41.66
O003108,S0192,C01132,2023-04-29,118.85,0,28.84
O003109,S0448,C00252,2021-11-07,67.39,0,23.94
O003110,S0427,C01390,2023-12-14,314.91,0,101.78
O003111,S0148,C00262,2023-08-13,282.41,0,36.74
O003112,S0450,C00080,2023-07-20,80.95,0,16.49
O003113,S0006,C00713,2022-03-04,83.9,0,25.38
O003114,S0248,C02312,2022-10-24,42.36,0,7.73
O003115,S0045,C01737,2023-12-11,108.68,0,14.61
O003116,S0108,C00544,2023-11-02,146.55,1,-9.21
O003117,S0151,C02133,2023-10-14,219.62,0,49.93
O003118,S0339,C02185,2023-06-05,145.53,0,49.74
O003119,S0339,C02419,2023-02-18,34.6,0,12.18
O003120,S0031,C02475,2021-04-18,78.16,1,-6.69
O003121,S0310,C00448,2023-01-01,52.87,1,-2.98
O003122,S0387,C00053,2022-10-14,177.3,0,53.44
O003123,S0111,C01676,2021-02-25,194.04,0,29.47
O003124,S0416,C02145,2023-10-22,30.69,0,9.54
O003125,S0410,C00890,2023-08-03,48.6,0,16.87
O003126,S0230,C01818,2023-01-12,356.08,1,-24.99
O003127,S0051,C01867,2023-12-11,108.63,0,27.2
O003128,S0395,C01489,2023-12-30,75.93,0,20.9
O003129,S0457,C00445,2023-09-02,271.33,1,-18.19
O003130,S0038,C01402,2023-11-08,180.0,0,46.18
O003131,S0461,C01547,2021-12-06,88.62,0,27.47
O003132,S0437,C01987,2023-11-14,13.23,0,1.59
O003133,S0374,C02264,2023-05-08,36.92,0,10.17
O003134,S0421,C02162,2022-10-24,1.05,0,0.3
O003135,S0037,C02447,2023-05-24,228.13,0,56.22
O003136,S0284,C01194,2023-01-13,122.24,0,18.16
O003137,S0071,C01068,2023-07-19,13.37,0,3.81
O003138,S0002,C01026,2022-10-21,23.67,0,4.02
O003139,S0235,C00560,2023-12-23,128.44,0,50.38
O003140,S0024,C00346,2023-10-24,50.8,0,13.55
O003141,S0258,C00066,2023-12-27,41.25,0,7.43
O003142,S0269,C00977,2023-09-08,68.97,0,7.3
O003143,S0131,C02019,2023-02-15,439.18,1,-25.36
O003144,S0158,C00794,2021-07-16,410.68,1,-32.59
O003145,S0159,C02196,2023-05-01,125.67,0,28.21
O003146,S0436,C00145,2022-12-06,71.13,0,19.21
O003147,S0429,C00863,2022-07-06,324.92,0,76.09
O003148,S0005,C02285,2023-05-12,226.06,0,63.19
O003149,S0004,C02286,2022-10-17,41.78,0,12.18
O003150,S0205,C01422,2023-08-22,110.2,1,-7.45
O003151,S0092,C02315,2023-12-22,75.14,0,12.33
O003152,S0164,C00632,2023-09-03,81.87,1,-7.33
O003153,S0179,C00755,2022-12-03,119.8,0,37.19
O003154,S0219,C01950,2023-12-31,136.17,0,28.24
O003155,S0286,C00680,2022-12-16,145.51,0,52.9
O003156,S0255,C01167,2023-04-04,333.09,0,73.49
O003157,S0110,C01183,2023-12-10,303.91,0,99.49
O003158,S0175,C00074,2021-10-02,128.92,0,39.66
O003159,S0200,C01928,2023-09-09,334.36,0,96.11
O003160,S0282,C02167,2023-11-30,223.38,0,35.02
O003161,S0304,C00576,2023-08-12,45.4,0,16.0
O003162,S0496,C01192,2021-12-18,545.88,0,57.79
O003163,S0064,C01819,2023-10-05,256.84,0,37.06
O003164,S0263,C01959,2022-02-21,55.81,0,20.29
O003165,S0044,C00013,2023-07-28,117.87,1,-7.02
O003166,S0081,C02118,2023-10-12,115.44,0,38.2
O003167,S0229,C01466,2023-03-29,130.28,0,45.77
O003168,S0404,C02082,2023-07-05,104.76,1,-7.5
O003169,S0114,C02277,2023-10-03,126.77,0,21.77
O003170,S0341,C00712,2023-11-13,59.4,0,23.39
O003171,S0170,C01308,2022-11-21,31.88,0,9.74
O003172,S0200,C02106,2023-12-15,220.43,1,-16.03
O003173,S0433,C02493,2022-12-19,273.95,0,65.18
O003174,S0161,C01292,2023-12-29,149.65,0,45.62
O003175,S0164,C01932,2023-07-09,451.77,0,69.18
O003176,S0065,C01282,2023-12-13,43.86,0,7.2
O003177,S0436,C02322,2022-02-28,191.24,0,55.85
O003178,S0308,C02203,2023-07-28,27.63,0,6.8
O003179,S0367,C00011,2023-12-18,209.22,0,45.72
O003180,S0376,C01278,2021-04-19,45.95,0,11.88
O003181,S0161,C01777,2023-12-29,71.97,0,16.73
O003182,S0029,C01399,2023-08-29,56.58,0,22.13
O003183,S0436,C02399,2022-09-16,113.34,0,29.97
O003184,S0265,C00181,2023-09-28,330.22,0,76.43
O003185,S0430,C02151,2023-12-02,104.98,0,15.63
O003186,S0233,C02394,2023-11-05,39.89,0,14.55
O003187,S0273,C00296,2023-07-15,249.38,0,38.12
O003188,S0030,C00335,2023-08-05,89.17,0,27.18
O003189,S0147,C00989,2022-08-10,492.53,0,156.35
O003190,S0160,C02465,2023-08-04,73.6,1,-4.33
O003191,S0373,C01419,2023-08-09,80.06,0,16.24
O003192,S0063,C00806,2023-11-22,377.94,0,58.51
O003193,S0080,C01181,2023-05-05,123.05,0,34.68
O003194,S0381,C01223,2023-10-25,218.28,0,43.14
O003195,S0327,C02182,2022-06-30,190.93,0,43.08
O003196,S0028,C00890,2022-11-20,128.93,1,-10.88
O003197,S0466,C02305,2022-09-07,225.46,0,54.31
O003198,S0464,C00131,2023-12-07,351.37,0,76.67
O003199,S0020,C01334,2023-11-24,297.16,0,70.72
O003200,S0320,C01961,2022-10-26,99.35,0,30.55
O003201,S0283,C01803,2023-05-12,144.77,0,44.57
O003202,S0145,C01309,2023-06-07,150.87,1,-13.3
O003203,S0127,C01996,2023-07-11,61.12,0,23.08
O003204,S0211,C00983,2022-01-07,93.34,0,23.02
O003205,S0381,C01307,2023-10-26,85.41,0,21.27
O003206,S0118,C01067,2023-01-16,110.62,0,17.36
O003207,S0255,C00580,2023-06-04,270.62,1,-26.99
O003208,S0102,C00939,2023-01-21,211.98,0,50.32
O003209,S0242,C00555,2023-08-31,62.62,1,-6.24
O003210,S0158,C02480,2022-01-30,51.34,0,19.35
O003211,S0400,C01097,2023-09-29,65.05,0,24.41
O003212,S0091,C01143,2023-06-18,80.45,0,15.99
O003213,S0070,C00582,2023-11-30,124.5,0,32.05
O003214,S0385,C00898,2023-07-23,69.46,0,12.74
O003215,S0272,C02251,2023-11-06,62.59,0,7.11
O003216,S0059,C01921,2021-12-15,409.03,0,161.04
O003217,S0006,C00777,2022-05-30,105.79,0,37.75
O003218,S0273,C00854,2023-08-14,41.82,0,4.36
O003219,S0377,C00222,2023-10-20,303.09,0,64.88
O003220,S0431,C02463,2023-09-27,172.92,0,59.18
O003221,S0205,C01815,2023-05-13,195.49,0,77.75
O003222,S0009,C00213,2022-11-12,97.07,1,-8.14
O003223,S0073,C01972,2022-05-06,457.85,0,155.32
O003224,S0340,C01270,2023-12-30,22.12,1,-1.36
O003225,S0081,C00910,2023-10-04,263.03,0,97.74
O003226,S0139,C00086,2023-10-19,45.78,0,14.04
O003227,S0268,C01681,2022-08-18,16.55,0,5.69
O003228,S0462,C01072,2023-07-31,75.74,0,26.61
O003229,S0178,C00729,2022-07-18,22.15,0,7.23
O003230,S0181,C00149,2023-07-10,159.24,0,37.21
O003231,S0209,C01102,2023-12-09,112.29,0,31.52
O003232,S0383,C02445,2023-05-23,101.95,1,-6.52
O003233,S0220,C00287,2023-06-21,101.6,0,13.21
O003234,S0314,C01721,2023-11-26,93.18,0,17.45
O003235,S0036,C02474,2023-10-29,7.08,0,2.55
O003236,S0497,C01175,2023-04-23,240.22,0,25.52
O003237,S0025,C01173,2023-12-30,15.93,0,4.09
O003238,S0365,C01961,2022-05-19,96.29,0,26.0
O003239,S0040,C00275,2023-03-24,181.89,0,46.75
O003240,S0052,C00784,2023-12-28,285.61,0,101.13
O003241,S0134,C01297,2023-05-23,40.06,0,6.49
O003242,S0341,C00967,2023-04-18,65.96,0,8.63
O003243,S0385,C01110,2023-01-01,148.13,1,-13.17
O003244,S0237,C02430,2023-05-30,143.47,0,41.5
O003245,S0213,C01579,2023-11-11,173.57,1,-13.55
O003246,S0125,C00749,2023-11-14,293.42,0,91.95
O003247,S0344,C00612,2023-10-24,369.65,0,66.37
O003248,S0203,C02332,2023-09-25,56.33,1,-5.07
O003249,S0271,C00003,2023-03-02,380.73,0,42.05
O003250,S0311,C01915,2023-12-31,18.89,0,3.57
O003251,S0193,C02338,2023-10-29,83.33,0,23.39
O003252,S0139,C02032,2023-10-26,61.36,0,17.47
O003253,S0135,C01946,2023-12-23,103.25,0,15.37
O003254,S0497,C00443,2021-12-22,119.6,0,39.54
O003255,S0373,C01702,2022-11-08,142.61,0,42.27
O003256,S0153,C02044,2023-02-01,94.33,0,37.02
O003257,S0467,C02487,2023-07-12,38.94,0,15.03
O003258,S0292,C00621,2023-11-17,336.09,0,87.13
O003259,S0441,C01773,2022-06-13,158.68,0,23.65
O003260,S0063,C01546,2023-08-20,204.59,0,76.07
O003261,S0172,C01196,2023-12-25,215.11,0,60.98
O003262,S0097,C00223,2023-07-30,144.64,0,20.16
O003263,S0436,C02084,2023-09-22,62.21,0,13.23
O003264,S0390,C02491,2023-08-07,176.05,0,24.74
O003265,S0243,C01601,2023-07-30,102.05,0,19.42
O003266,S0457,C01959,2022-07-26,24.77,0,8.22
O003267,S0263,C01043,2023-01-17,193.11,0,42.73
O003268,S0493,C02025,2023-07-21,98.19,0,18.46
O003269,S0364,C01359,2023-07-04,109.77,0,18.36
O003270,S0210,C01276,2022-10-07,104.39,0,18.36
O003271,S0044,C02299,2022-03-07,303.16,0,105.38
O003272,S0360,C01747,2023-05-02,142.11,0,45.78
O003273,S0447,C00960,2022-12-24,98.01,0,29.94
O003274,S0444,C00074,2021-11-16,180.85,1,-12.44
O003275,S0018,C01214,2023-04-08,10.29,0,1.69
O003276,S0195,C01542,2023-06-01,55.28,0,22.06
O003277,S0211,C00996,2021-08-20,405.57,0,89.0
O003278,S0204,C00266,2022-12-02,7.07,0,1.08
O003279,S0171,C00975,2022-12-04,142.3,0,29.97
O003280,S0110,C02140,2023-07-12,32.83,0,5.4
O003281,S0483,C01854,2023-12-08,136.91,0,33.47
O003282,S0341,C02243,2023-08-20,48.9,1,-4.02
O003283,S0288,C00923,2023-09-27,88.05,0,25.82
O003284,S0278,C00557,2023-11-23,44.65,0,7.01
O003285,S0063,C01417,2022-11-04,299.35,1,-16.94
O003286,S0002,C00324,2022-05-05,12.36,0,4.77
O003287,S0167,C01505,2023-11-30,419.63,0,164.78
O003288,S0278,C01920,2023-11-02,103.94,1,-6.34
O003289,S0212,C01482,2023-11-15,330.38,0,48.39
O003290,S0296,C00675,2022-08-30,67.17,0,25.61
O003291,S0010,C01286,2023-01-13,77.04,0,26.8
O003292,S0499,C01735,2022-10-20,49.49,0,19.07
O003293,S0217,C01469,2023-04-14,135.17,0,41.29
O003294,S0490,C01230,2023-07-17,116.39,1,-8.31
O003295,S0428,C01384,2023-07-18,183.56,0,59.62
O003296,S0031,C00066,2022-05-15,432.26,0,63.32
O003297,S0181,C00922,2023-12-24,170.93,0,42.86
O003298,S0123,C01370,2023-12-23,80.78,0,18.44
O003299,S0193,C01952,2023-03-01,50.36,0,12.27
O003300,S0092,C00998,2023-06-08,74.58,0,14.79
O003301,S0122,C01028,2023-03-14,270.99,0,100.53
O003302,S0391,C01946,2023-12-25,113.25,0,37.23
O003303,S0061,C00833,2022-08-19,182.21,0,43.46
O003304,S0115,C00166,2023-11-23,334.13,0,47.51
O003305,S0317,C00850,2023-05-06,100.92,0,27.16
O003306,S0354,C02166,2021-02-26,48.39,0,7.16
O003307,S0195,C00608,2023-03-27,98.13,0,16.92
O003308,S0201,C01543,2023-12-21,18.17,0,3.84
O003309,S0263,C01751,2023-04-29,81.72,0,15.26
O003310,S0430,C01948,2023-04-23,238.54,0,50.32
O003311,S0087,C01842,2021-09-16,105.0,0,13.73
O003312,S0376,C01140,2022-02-01,25.62,0,4.06
O003313,S0294,C00659,2023-10-26,12.85,1,-0.77
O003314,S0472,C00041,2023-08-17,15.93,0,6.06
O003315,S0184,C02171,2023-03-15,54.8,0,16.88
O003316,S0144,C02371,2023-11-19,339.23,0,101.25
O003317,S0010,C01809,2023-08-27,71.55,0,16.63
O003318,S0441,C00482,2021-09-17,59.79,0,19.79
O003319,S0475,C01517,2022-05-06,77.75,1,-7.45
O003320,S0273,C00848,2023-12-12,173.99,0,36.29
O003321,S0413,C01856,2023-03-23,85.09,0,21.78
O003322,S0333,C01141,2023-11-20,7.37,0,1.08
O003323,S0414,C01401,2023-01-19,163.63,0,51.21
O003324,S0164,C00151,2023-08-09,28.93,1,-2.54
O003325,S0077,C00234,2023-10-01,201.21,0,80.07
O003326,S0241,C00990,2023-01-26,106.54,0,17.0
O003327,S0179,C01946,2023-11-30,138.36,0,33.0
O003328,S0133,C02289,2023-06-10,162.37,0,32.4
O003329,S0268,C01038,2022-12-11,105.34,0,32.71
O003330,S0104,C00144,2022-09-08,156.03,0,46.8
O003331,S0429,C01821,2022-07-03,50.32,0,13.52
O003332,S0141,C01989,2023-12-30,197.66,0,40.59
O003333,S0482,C01825,2022-02-16,111.37,0,39.9
O003334,S0409,C02422,2023-10-11,581.33,1,-44.79
O003335,S0191,C00331,2023-10-25,82.24,0,28.04
O003336,S0240,C00461,2023-02-12,42.37,0,12.83
O003337,S0298,C01274,2022-02-27,121.96,0,28.47
O003338,S0442,C02107,2022-12-04,122.11,0,46.95
O003339,S0191,C01720,2022-06-21,26.3,0,6.97
O003340,S0148,C01180,2022-08-16,256.8,0,68.82
O003341,S0131,C00304,2022-10-14,33.93,0,3.5
O003342,S0078,C01557,2023-06-10,249.9,0,33.57
O003343,S0089,C01044,2023-12-03,32.17,0,7.0
O003344,S0399,C00303,2023-12-17,23.98,0,3.64
O003345,S0494,C01938,2023-02-12,65.96,0,22.95
O003346,S0301,C00205,2023-12-03,90.37,1,-7.26
O003347,S0064,C00068,2023-12-05,81.64,0,26.27
O003348,S0155,C02319,2023-12-10,32.75,0,5.39
O003349,S0475,C01017,2023-08-02,22.22,0,2.45
O003350,S0423,C01945,2023-08-27,196.65,0,37.84
O003351,S0397,C00086,2023-12-23,351.84,0,121.16
O003352,S0425,C00153,2023-07-05,344.44,0,137.28
